"tooth_class";"specimen";"num_amtl";"sockets";"age";"stdev_age";"prob_male";"genus";"pop"
"Anterior";"IPHA.30";2;12;21.6759161;2.91816725;0.5;"Homo sapiens";"Afalou"
"Posterior";"IPHA.30";0;12;21.6759161;2.91816725;0.5;"Homo sapiens";"Afalou"
"Premolar";"IPHA.30";0;8;21.6759161;2.91816725;0.5;"Homo sapiens";"Afalou"
"Anterior";"IPHA.34";2;12;21.0096643;2.80466038;0.25;"Homo sapiens";"Afalou"
"Posterior";"IPHA.34";0;10;21.0096643;2.80466038;0.25;"Homo sapiens";"Afalou"
"Premolar";"IPHA.34";0;8;21.0096643;2.80466038;0.25;"Homo sapiens";"Afalou"
"Anterior";"IPHA.36";9;12;48.8;10.5;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.36";4;5;48.8;10.5;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.36";5;7;48.8;10.5;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.45";0;6;18.0115315;2.30054789;0.5;"Homo sapiens";"Afalou"
"Posterior";"IPHA.45";0;6;18.0115315;2.30054789;0.5;"Homo sapiens";"Afalou"
"Premolar";"IPHA.45";0;4;18.0115315;2.30054789;0.5;"Homo sapiens";"Afalou"
"Anterior";"IPHA.46";2;12;20.0102867;2.63528098;0.5;"Homo sapiens";"Afalou"
"Posterior";"IPHA.46";1;7;20.0102867;2.63528098;0.5;"Homo sapiens";"Afalou"
"Premolar";"IPHA.46";1;6;20.0102867;2.63528098;0.5;"Homo sapiens";"Afalou"
"Anterior";"IPHA.47";0;9;26.6728042;3.77992193;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.47";0;12;26.6728042;3.77992193;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.47";0;8;26.6728042;3.77992193;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.48";1;11;18.3446573;2.35589319;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.48";1;11;18.3446573;2.35589319;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.48";0;8;18.3446573;2.35589319;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.49";2;12;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.49";0;12;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.49";0;8;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.5";2;12;26.0065524;3.66420581;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.5";1;10;26.0065524;3.66420581;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.5";0;8;26.0065524;3.66420581;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.7";1;4;26.6728042;3.77992193;0.25;"Homo sapiens";"Afalou"
"Posterior";"IPHA.7";0;9;26.6728042;3.77992193;0.25;"Homo sapiens";"Afalou"
"Premolar";"IPHA.7";0;6;26.6728042;3.77992193;0.25;"Homo sapiens";"Afalou"
"Anterior";"IPHA.9";3;6;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.9";0;5;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.9";2;4;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Anterior";"MH10285";0;12;38.2372609;8.82500633;0.75;"Homo sapiens";"Ona"
"Posterior";"MH10285";0;12;38.2372609;8.82500633;0.75;"Homo sapiens";"Ona"
"Premolar";"MH10285";0;8;38.2372609;8.82500633;0.75;"Homo sapiens";"Ona"
"Anterior";"MH10289";0;12;28.0348116;6.06203036;0.75;"Homo sapiens";"Fuegian"
"Posterior";"MH10289";0;12;28.0348116;6.06203036;0.75;"Homo sapiens";"Fuegian"
"Premolar";"MH10289";0;8;28.0348116;6.06203036;0.75;"Homo sapiens";"Fuegian"
"Anterior";"MH10291";0;12;36.6263478;8.38792417;0.75;"Homo sapiens";"Yaghan"
"Posterior";"MH10291";0;12;36.6263478;8.38792417;0.75;"Homo sapiens";"Yaghan"
"Premolar";"MH10291";0;8;36.6263478;8.38792417;0.75;"Homo sapiens";"Yaghan"
"Anterior";"MH11150";0;6;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Posterior";"MH11150";0;6;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Premolar";"MH11150";0;4;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Anterior";"MH12316";0;12;47.0491348;18.8440476;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12316";2;12;47.0491348;18.8440476;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12316";0;8;47.0491348;18.8440476;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12317";1;12;41.1;10;0.25;"Homo sapiens";"Chucki"
"Posterior";"MH12317";3;11;41.1;10;0.25;"Homo sapiens";"Chucki"
"Premolar";"MH12317";0;8;41.1;10;0.25;"Homo sapiens";"Chucki"
"Anterior";"MH12318";0;6;37.551766;16.4384771;0.25;"Homo sapiens";"Chucki"
"Posterior";"MH12318";0;6;37.551766;16.4384771;0.25;"Homo sapiens";"Chucki"
"Premolar";"MH12318";0;4;37.551766;16.4384771;0.25;"Homo sapiens";"Chucki"
"Anterior";"MH12319";0;6;51.7415106;23.8192059;0.5;"Homo sapiens";"Chucki"
"Posterior";"MH12319";0;6;51.7415106;23.8192059;0.5;"Homo sapiens";"Chucki"
"Premolar";"MH12319";0;4;51.7415106;23.8192059;0.5;"Homo sapiens";"Chucki"
"Anterior";"MH12320";0;12;40.7050426;18.0781611;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12320";0;12;40.7050426;18.0781611;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12320";0;8;40.7050426;18.0781611;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12321";0;6;71.2242553;31.4169538;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12321";0;6;71.2242553;31.4169538;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12321";0;4;71.2242553;31.4169538;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12322";0;6;59.6247021;27.9211585;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12322";1;6;59.6247021;27.9211585;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12322";0;4;59.6247021;27.9211585;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12323";1;6;51.9;12.5;0.25;"Homo sapiens";"Chucki"
"Posterior";"MH12323";4;6;51.9;12.5;0.25;"Homo sapiens";"Chucki"
"Premolar";"MH12323";0;4;51.9;12.5;0.25;"Homo sapiens";"Chucki"
"Anterior";"MH12324";0;11;39.1284043;17.258272;0.5;"Homo sapiens";"Chucki"
"Posterior";"MH12324";1;12;39.1284043;17.258272;0.5;"Homo sapiens";"Chucki"
"Premolar";"MH12324";2;8;39.1284043;17.258272;0.5;"Homo sapiens";"Chucki"
"Anterior";"MH12326";1;6;50.1648723;22.9989102;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12326";5;6;50.1648723;22.9989102;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12326";0;4;50.1648723;22.9989102;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12327";0;6;28.0919362;11.5228136;0.75;"Homo sapiens";"Chucki"
"Posterior";"MH12327";0;6;28.0919362;11.5228136;0.75;"Homo sapiens";"Chucki"
"Premolar";"MH12327";0;4;28.0919362;11.5228136;0.75;"Homo sapiens";"Chucki"
"Anterior";"MH12328";0;5;35.9751277;15.6187914;0.25;"Homo sapiens";"Chucki"
"Posterior";"MH12328";0;6;35.9751277;15.6187914;0.25;"Homo sapiens";"Chucki"
"Premolar";"MH12328";0;4;35.9751277;15.6187914;0.25;"Homo sapiens";"Chucki"
"Anterior";"MH1503";1;12;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Posterior";"MH1503";0;12;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Premolar";"MH1503";0;8;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Anterior";"MH1505";0;12;25.9830314;3.44508735;0.75;"Homo sapiens";"Tasmanien"
"Posterior";"MH1505";0;12;25.9830314;3.44508735;0.75;"Homo sapiens";"Tasmanien"
"Premolar";"MH1505";0;8;25.9830314;3.44508735;0.75;"Homo sapiens";"Tasmanien"
"Anterior";"MH1507";4;12;27.7190342;3.7272427;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH1507";4;12;27.7190342;3.7272427;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH1507";0;8;27.7190342;3.7272427;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1509";0;12;19.9070219;2.47259539;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH1509";0;12;19.9070219;2.47259539;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH1509";0;8;19.9070219;2.47259539;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1511";1;6;21.6430246;2.74721254;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH1511";0;6;21.6430246;2.74721254;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH1511";0;4;21.6430246;2.74721254;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1525";0;12;42.5600492;5.94066321;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH1525";3;11;42.5600492;5.94066321;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH1525";0;8;42.5600492;5.94066321;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1526";0;6;39.4;9.1;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH1526";0;5;39.4;9.1;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH1526";0;4;39.4;9.1;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1670";0;6;24.2408033;7.76244648;0.75;"Homo sapiens";"Sami"
"Posterior";"MH1670";0;6;24.2408033;7.76244648;0.75;"Homo sapiens";"Sami"
"Premolar";"MH1670";0;4;24.2408033;7.76244648;0.75;"Homo sapiens";"Sami"
"Anterior";"MH1701";0;12;27.8851639;9.29798279;0.5;"Homo sapiens";"Sami"
"Posterior";"MH1701";0;12;27.8851639;9.29798279;0.5;"Homo sapiens";"Sami"
"Premolar";"MH1701";0;8;27.8851639;9.29798279;0.5;"Homo sapiens";"Sami"
"Anterior";"MH1702";2;12;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Posterior";"MH1702";7;12;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Premolar";"MH1702";2;8;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Anterior";"MH17264";2;11;27.804026;3.52464829;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH17264";0;12;27.804026;3.52464829;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH17264";0;8;27.804026;3.52464829;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH1860";2;6;38.6447049;11.8783346;0.25;"Homo sapiens";"Sami"
"Posterior";"MH1860";0;6;38.6447049;11.8783346;0.25;"Homo sapiens";"Sami"
"Premolar";"MH1860";0;4;38.6447049;11.8783346;0.25;"Homo sapiens";"Sami"
"Anterior";"MH1861";3;6;22.418623;6.99594743;0.5;"Homo sapiens";"Sami"
"Posterior";"MH1861";0;6;22.418623;6.99594743;0.5;"Homo sapiens";"Sami"
"Premolar";"MH1861";0;4;22.418623;6.99594743;0.5;"Homo sapiens";"Sami"
"Anterior";"MH19776";0;12;38.5020685;6.56320224;0.5;"Homo sapiens";"Buriat"
"Posterior";"MH19776";0;12;38.5020685;6.56320224;0.5;"Homo sapiens";"Buriat"
"Premolar";"MH19776";0;8;38.5020685;6.56320224;0.5;"Homo sapiens";"Buriat"
"Anterior";"MH19777";0;6;21.2454384;3.1661365;0.25;"Homo sapiens";"Buriat"
"Posterior";"MH19777";0;6;21.2454384;3.1661365;0.25;"Homo sapiens";"Buriat"
"Premolar";"MH19777";0;4;21.2454384;3.1661365;0.25;"Homo sapiens";"Buriat"
"Anterior";"MH19782";0;6;27.3360137;4.35423659;0.25;"Homo sapiens";"Buriat"
"Posterior";"MH19782";0;6;27.3360137;4.35423659;0.25;"Homo sapiens";"Buriat"
"Premolar";"MH19782";0;4;27.3360137;4.35423659;0.25;"Homo sapiens";"Buriat"
"Anterior";"MH19784";0;12;23.5294041;3.60915514;0.25;"Homo sapiens";"Buriat"
"Posterior";"MH19784";0;13;23.5294041;3.60915514;0.25;"Homo sapiens";"Buriat"
"Premolar";"MH19784";0;8;23.5294041;3.60915514;0.25;"Homo sapiens";"Buriat"
"Anterior";"MH19826";0;6;25.3499565;5.33816474;0.25;"Homo sapiens";"Yaghan"
"Posterior";"MH19826";0;6;25.3499565;5.33816474;0.25;"Homo sapiens";"Yaghan"
"Premolar";"MH19826";0;4;25.3499565;5.33816474;0.25;"Homo sapiens";"Yaghan"
"Anterior";"MH20325";0;12;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH20325";1;12;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH20325";0;8;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH20326";0;6;32.059041;4.43727895;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH20326";0;6;32.059041;4.43727895;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH20326";0;4;32.059041;4.43727895;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH20912";0;6;26.4238986;5.62745765;0.5;"Homo sapiens";"Ona"
"Posterior";"MH20912";0;6;26.4238986;5.62745765;0.5;"Homo sapiens";"Ona"
"Premolar";"MH20912";0;4;26.4238986;5.62745765;0.5;"Homo sapiens";"Ona"
"Anterior";"MH20913";0;6;32.8675507;7.36905252;0.75;"Homo sapiens";"Yaghan"
"Posterior";"MH20913";0;6;32.8675507;7.36905252;0.75;"Homo sapiens";"Yaghan"
"Premolar";"MH20913";0;4;32.8675507;7.36905252;0.75;"Homo sapiens";"Yaghan"
"Anterior";"MH20914";0;6;24.2760145;5.04927738;0.25;"Homo sapiens";"Yaghan"
"Posterior";"MH20914";0;6;24.2760145;5.04927738;0.25;"Homo sapiens";"Yaghan"
"Premolar";"MH20914";0;4;24.2760145;5.04927738;0.25;"Homo sapiens";"Yaghan"
"Anterior";"MH22277";0;6;32;8.3;0.5;"Homo sapiens";"Sami"
"Posterior";"MH22277";0;5;32;8.3;0.5;"Homo sapiens";"Sami"
"Premolar";"MH22277";0;4;32;8.3;0.5;"Homo sapiens";"Sami"
"Anterior";"MH22278";0;6;38.8182459;13.9148037;0.5;"Homo sapiens";"Sami"
"Posterior";"MH22278";0;6;38.8182459;13.9148037;0.5;"Homo sapiens";"Sami"
"Premolar";"MH22278";0;4;38.8182459;13.9148037;0.5;"Homo sapiens";"Sami"
"Anterior";"MH22280";0;6;37.603459;13.4013855;0.75;"Homo sapiens";"Sami"
"Posterior";"MH22280";0;6;37.603459;13.4013855;0.75;"Homo sapiens";"Sami"
"Premolar";"MH22280";0;4;37.603459;13.4013855;0.75;"Homo sapiens";"Sami"
"Anterior";"MH22281";0;6;40.6404262;14.6850608;0.25;"Homo sapiens";"Sami"
"Posterior";"MH22281";0;6;40.6404262;14.6850608;0.25;"Homo sapiens";"Sami"
"Premolar";"MH22281";0;4;40.6404262;14.6850608;0.25;"Homo sapiens";"Sami"
"Anterior";"MH22282";0;6;35.1738852;12.374796;0.25;"Homo sapiens";"Sami"
"Posterior";"MH22282";0;6;35.1738852;12.374796;0.25;"Homo sapiens";"Sami"
"Premolar";"MH22282";0;4;35.1738852;12.374796;0.25;"Homo sapiens";"Sami"
"Anterior";"MH22283";0;6;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Posterior";"MH22283";0;6;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Premolar";"MH22283";0;4;46.1069672;16.9965704;0.25;"Homo sapiens";"Sami"
"Anterior";"MH2283";0;6;18.9063043;3.6143239;0.25;"Homo sapiens";"Fuegian"
"Posterior";"MH2283";0;6;18.9063043;3.6143239;0.25;"Homo sapiens";"Fuegian"
"Premolar";"MH2283";0;4;18.9063043;3.6143239;0.25;"Homo sapiens";"Fuegian"
"Anterior";"MH24592";0;9;44.680913;10.5751031;0.25;"Homo sapiens";"Ona"
"Posterior";"MH24592";0;9;44.680913;10.5751031;0.25;"Homo sapiens";"Ona"
"Premolar";"MH24592";0;6;44.680913;10.5751031;0.25;"Homo sapiens";"Ona"
"Anterior";"MH24893";0;4;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"MH24893";1;3;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"MH24893";0;2;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"MH24894";0;6;58.6886885;20.3446194;0.75;"Homo sapiens";"Sami"
"Posterior";"MH24894";0;4;58.6886885;20.3446194;0.75;"Homo sapiens";"Sami"
"Premolar";"MH24894";0;4;58.6886885;20.3446194;0.75;"Homo sapiens";"Sami"
"Anterior";"MH24934A";0;6;30.3813014;4.9541643;0.25;"Homo sapiens";"Buriat"
"Posterior";"MH24934A";0;6;30.3813014;4.9541643;0.25;"Homo sapiens";"Buriat"
"Premolar";"MH24934A";0;4;30.3813014;4.9541643;0.25;"Homo sapiens";"Buriat"
"Anterior";"MH24934B";0;6;40;10;0.75;"Homo sapiens";"Buriat"
"Posterior";"MH24934B";6;6;40;10;0.75;"Homo sapiens";"Buriat"
"Premolar";"MH24934B";1;4;40;10;0.75;"Homo sapiens";"Buriat"
"Anterior";"MH24934C";6;6;55;15;0.75;"Homo sapiens";"Buriat"
"Posterior";"MH24934C";5;6;55;15;0.75;"Homo sapiens";"Buriat"
"Premolar";"MH24934C";3;4;55;15;0.75;"Homo sapiens";"Buriat"
"Anterior";"MH2896";0;12;22.1568264;2.64926405;0.5;"Homo sapiens";"Khoi-San"
"Posterior";"MH2896";0;12;22.1568264;2.64926405;0.5;"Homo sapiens";"Khoi-San"
"Premolar";"MH2896";0;8;22.1568264;2.64926405;0.5;"Homo sapiens";"Khoi-San"
"Anterior";"MH3337";1;6;33.4930246;3.38309356;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH3337";0;6;33.4930246;3.38309356;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH3337";0;4;33.4930246;3.38309356;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH3616";1;12;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH3616";0;12;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH3616";0;8;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH3619";0;12;22.0770253;2.81636112;0.75;"Homo sapiens";"Tasmanien"
"Posterior";"MH3619";0;12;22.0770253;2.81636112;0.75;"Homo sapiens";"Tasmanien"
"Premolar";"MH3619";0;8;22.0770253;2.81636112;0.75;"Homo sapiens";"Tasmanien"
"Anterior";"MH3638";0;12;26.8510328;3.58600079;0.25;"Homo sapiens";"Tasmanien"
"Posterior";"MH3638";0;12;26.8510328;3.58600079;0.25;"Homo sapiens";"Tasmanien"
"Premolar";"MH3638";0;8;26.8510328;3.58600079;0.25;"Homo sapiens";"Tasmanien"
"Anterior";"MH4459";0;12;36.0500389;4.86831607;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH4459";0;12;36.0500389;4.86831607;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH4459";0;8;36.0500389;4.86831607;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH4460";0;12;32.059041;4.43727895;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH4460";3;12;32.059041;4.43727895;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH4460";1;8;32.059041;4.43727895;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH4665";0;12;23.813028;3.09453499;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH4665";0;12;23.813028;3.09453499;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH4665";0;8;23.813028;3.09453499;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH4763";1;12;22.0770253;2.81636112;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH4763";1;13;22.0770253;2.81636112;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH4763";0;8;22.0770253;2.81636112;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH4765";1;6;25.2000219;3.10683206;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH4765";1;5;25.2000219;3.10683206;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH4765";0;4;25.2000219;3.10683206;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH4767";0;12;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Posterior";"MH4767";2;12;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Premolar";"MH4767";0;8;15.567015;1.80774282;0.25;"Homo sapiens";"Tasmanien"
"Anterior";"MH5325";0;6;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH5325";0;6;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH5325";0;4;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH5327";0;6;25.9830314;3.44508735;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH5327";0;6;25.9830314;3.44508735;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH5327";0;4;25.9830314;3.44508735;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH5328";0;6;29.4550369;4.01057301;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH5328";0;6;29.4550369;4.01057301;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH5328";0;4;29.4550369;4.01057301;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH5329";2;12;24.2470287;3.16442127;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH5329";0;12;24.2470287;3.16442127;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH5329";0;8;24.2470287;3.16442127;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH5330";0;12;17.3030178;2.06875973;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"MH5330";0;12;17.3030178;2.06875973;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"MH5330";0;8;17.3030178;2.06875973;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"MH5563";2;6;51.9;12.5;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"MH5563";2;6;51.9;12.5;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"MH5563";2;4;51.9;12.5;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"MH8057";0;12;53.3956885;20.0797763;0.25;"Homo sapiens";"Sami"
"Posterior";"MH8057";0;12;53.3956885;20.0797763;0.25;"Homo sapiens";"Sami"
"Premolar";"MH8057";0;8;53.3956885;20.0797763;0.25;"Homo sapiens";"Sami"
"Anterior";"NMNH225025";0;6;37.551766;16.4384771;0.5;"Homo sapiens";"Chucki"
"Posterior";"NMNH225025";0;6;37.551766;16.4384771;0.5;"Homo sapiens";"Chucki"
"Premolar";"NMNH225025";0;4;37.551766;16.4384771;0.5;"Homo sapiens";"Chucki"
"Anterior";"NMNH225028";0;6;38.3400851;16.8483619;0.75;"Homo sapiens";"Chucki"
"Posterior";"NMNH225028";0;6;38.3400851;16.8483619;0.75;"Homo sapiens";"Chucki"
"Premolar";"NMNH225028";0;4;38.3400851;16.8483619;0.75;"Homo sapiens";"Chucki"
"Anterior";"NMNH225029";0;6;47.0115957;21.3584428;0.25;"Homo sapiens";"Chucki"
"Posterior";"NMNH225029";0;6;47.0115957;21.3584428;0.25;"Homo sapiens";"Chucki"
"Premolar";"NMNH225029";0;4;47.0115957;21.3584428;0.25;"Homo sapiens";"Chucki"
"Anterior";"NMNH225032";4;6;55;15;0.75;"Homo sapiens";"Chucki"
"Posterior";"NMNH225032";4;4;55;15;0.75;"Homo sapiens";"Chucki"
"Premolar";"NMNH225032";4;4;55;15;0.75;"Homo sapiens";"Chucki"
"Anterior";"NMNH226086";4;12;34.6630451;4.86555727;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226086";5;11;34.6630451;4.86555727;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226086";3;8;34.6630451;4.86555727;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH226087";0;6;21.6430246;2.74721254;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226087";0;6;21.6430246;2.74721254;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226087";0;4;21.6430246;2.74721254;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH226088";0;6;41.1;10;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226088";0;2;41.1;10;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226088";0;4;41.1;10;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH226089";0;12;16.4350164;1.93720666;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226089";0;12;16.4350164;1.93720666;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226089";0;8;16.4350164;1.93720666;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH226090";0;12;19.0390205;2.33671692;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226090";1;12;19.0390205;2.33671692;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226090";0;7;19.0390205;2.33671692;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH226092";4;6;55;15;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH226092";6;6;55;15;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH226092";4;4;55;15;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH227455";0;12;11.6610089;1.26803942;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH227455";0;12;11.6610089;1.26803942;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH227455";0;8;11.6610089;1.26803942;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH258483";0;12;25.3320304;3.33964284;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH258483";0;12;25.3320304;3.33964284;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH258483";0;8;25.3320304;3.33964284;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH278701";8;12;28.3511096;4.55391036;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278701";7;12;28.3511096;4.55391036;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278701";4;8;28.3511096;4.55391036;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278702";3;12;22.2605342;3.36255085;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278702";5;11;22.2605342;3.36255085;0.25;"Homo sapiens";"Buriat"
