"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"cibur";4;23;"97;955";19;1;"Some College";0;1;1;"bur";1
"cispe";3;27;"97;955";19;1;"Some College";0;1;1;"spe";1
"fkaqu";4;29;"97;955";19;1;"Some College";1;0;0;"aqu";1
"fkboa";4;11;"97;955";19;1;"Some College";1;0;0;"boa";1
"fkbox";4;22;"97;955";19;1;"Some College";1;0;0;"box";1
"fkbur";5;14;"97;955";19;1;"Some College";1;0;0;"bur";1
"fkcar";4;30;"97;955";19;1;"Some College";1;0;0;"car";1
"fkspe";3;9;"97;955";19;1;"Some College";1;0;0;"spe";1
"fkswi";5;25;"97;955";19;1;"Some College";1;0;0;"swi";1
"flboa";6;2;"97;955";19;1;"Some College";0;0;0;"boa";0
"flcar";4;21;"97;955";19;1;"Some College";0;0;0;"car";0
"flche";7;4;"97;955";19;1;"Some College";0;0;0;"che";0
"flsha";5;28;"97;955";19;1;"Some College";0;0;0;"sha";0
"flswi";4;6;"97;955";19;1;"Some College";0;0;0;"swi";0
"ikbox";3;3;"97;955";19;1;"Some College";1;1;0;"box";1
"ikbur";6;5;"97;955";19;1;"Some College";1;1;0;"bur";1
"ikpon";4;1;"97;955";19;1;"Some College";1;1;0;"pon";1
"ikshi";5;17;"97;955";19;1;"Some College";1;1;0;"shi";1
"ikspe";3;19;"97;955";19;1;"Some College";1;1;0;"spe";1
"ilbox";5;31;"97;955";19;1;"Some College";0;1;0;"box";0
"ilche";7;13;"97;955";19;1;"Some College";0;1;0;"che";0
"ilpon";5;10;"97;955";19;1;"Some College";0;1;0;"pon";0
"ilsha";5;18;"97;955";19;1;"Some College";0;1;0;"sha";0
"ilshi";4;26;"97;955";19;1;"Some College";0;1;0;"shi";0
"ilswi";6;15;"97;955";19;1;"Some College";0;1;0;"swi";0
"nfrub";5;16;"97;955";19;1;"Some College";1;0;0;"rub";1
"cfaqu";4;2;"97;960";28;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";2;31;"97;960";28;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";2;16;"97;960";28;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;32;"97;960";28;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";3;4;"97;960";28;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;9;"97;960";28;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";3;29;"97;960";28;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";1;12;"97;960";28;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";1;23;"97;960";28;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";1;22;"97;960";28;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";2;27;"97;960";28;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";1;19;"97;960";28;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";2;14;"97;960";28;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";3;3;"97;960";28;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;18;"97;960";28;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;15;"97;960";28;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;30;"97;960";28;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";3;5;"97;960";28;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";3;1;"97;960";28;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";1;13;"97;960";28;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;20;"97;960";28;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";2;17;"97;960";28;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";1;28;"97;960";28;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";5;10;"97;960";28;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;6;"97;960";28;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";5;11;"97;960";28;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;21;"97;960";28;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"97;960";28;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;24;"97;960";28;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;7;"97;960";28;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;31;"97;962";31;0;"Some College";0;0;1;"aqu";1
"cfbur";4;2;"97;962";31;0;"Some College";0;0;1;"bur";1
"cfrub";4;17;"97;962";31;0;"Some College";0;0;1;"rub";1
"cibox";4;1;"97;962";31;0;"Some College";0;1;1;"box";1
"cibur";4;29;"97;962";31;0;"Some College";0;1;1;"bur";1
"cispe";4;24;"97;962";31;0;"Some College";0;1;1;"spe";1
"fkaqu";3;4;"97;962";31;0;"Some College";1;0;0;"aqu";1
"fkboa";4;21;"97;962";31;0;"Some College";1;0;0;"boa";1
"fkbox";4;10;"97;962";31;0;"Some College";1;0;0;"box";1
"fkbur";5;11;"97;962";31;0;"Some College";1;0;0;"bur";1
"fkcar";4;6;"97;962";31;0;"Some College";1;0;0;"car";1
"fkspe";4;14;"97;962";31;0;"Some College";1;0;0;"spe";1
"fkswi";4;19;"97;962";31;0;"Some College";1;0;0;"swi";1
"flboa";4;30;"97;962";31;0;"Some College";0;0;0;"boa";0
"flcar";4;15;"97;962";31;0;"Some College";0;0;0;"car";0
"flche";4;18;"97;962";31;0;"Some College";0;0;0;"che";0
"flsha";4;3;"97;962";31;0;"Some College";0;0;0;"sha";0
"flswi";4;28;"97;962";31;0;"Some College";0;0;0;"swi";0
"ikbox";4;32;"97;962";31;0;"Some College";1;1;0;"box";1
"ikbur";4;20;"97;962";31;0;"Some College";1;1;0;"bur";1
"ikpon";3;13;"97;962";31;0;"Some College";1;1;0;"pon";1
"ikshi";4;16;"97;962";31;0;"Some College";1;1;0;"shi";1
"ikspe";4;5;"97;962";31;0;"Some College";1;1;0;"spe";1
"ilbox";4;23;"97;962";31;0;"Some College";0;1;0;"box";0
"ilche";4;27;"97;962";31;0;"Some College";0;1;0;"che";0
"ilpon";6;22;"97;962";31;0;"Some College";0;1;0;"pon";0
"ilsha";4;12;"97;962";31;0;"Some College";0;1;0;"sha";0
"ilshi";5;7;"97;962";31;0;"Some College";0;1;0;"shi";0
"ilswi";4;9;"97;962";31;0;"Some College";0;1;0;"swi";0
"nfrub";4;26;"97;962";31;0;"Some College";1;0;0;"rub";1
"cfaqu";7;2;"97;977";20;1;"Some College";0;0;1;"aqu";1
"cfbur";7;31;"97;977";20;1;"Some College";0;0;1;"bur";1
"cfrub";5;16;"97;977";20;1;"Some College";0;0;1;"rub";1
"cibox";3;32;"97;977";20;1;"Some College";0;1;1;"box";1
"cibur";5;4;"97;977";20;1;"Some College";0;1;1;"bur";1
"cispe";5;9;"97;977";20;1;"Some College";0;1;1;"spe";1
"fkaqu";7;29;"97;977";20;1;"Some College";1;0;0;"aqu";1
"fkboa";5;12;"97;977";20;1;"Some College";1;0;0;"boa";1
"fkbox";5;23;"97;977";20;1;"Some College";1;0;0;"box";1
"fkbur";7;22;"97;977";20;1;"Some College";1;0;0;"bur";1
"fkcar";5;27;"97;977";20;1;"Some College";1;0;0;"car";1
"fkspe";5;19;"97;977";20;1;"Some College";1;0;0;"spe";1
"fkswi";7;14;"97;977";20;1;"Some College";1;0;0;"swi";1
"flboa";7;3;"97;977";20;1;"Some College";0;0;0;"boa";0
"flcar";7;18;"97;977";20;1;"Some College";0;0;0;"car";0
"flche";7;15;"97;977";20;1;"Some College";0;0;0;"che";0
"flsha";7;30;"97;977";20;1;"Some College";0;0;0;"sha";0
"flswi";7;5;"97;977";20;1;"Some College";0;0;0;"swi";0
"ikbox";7;1;"97;977";20;1;"Some College";1;1;0;"box";1
"ikbur";5;13;"97;977";20;1;"Some College";1;1;0;"bur";1
"ikpon";5;20;"97;977";20;1;"Some College";1;1;0;"pon";1
"ikshi";7;17;"97;977";20;1;"Some College";1;1;0;"shi";1
"ikspe";5;28;"97;977";20;1;"Some College";1;1;0;"spe";1
"ilbox";7;10;"97;977";20;1;"Some College";0;1;0;"box";0
"ilche";7;6;"97;977";20;1;"Some College";0;1;0;"che";0
"ilpon";7;11;"97;977";20;1;"Some College";0;1;0;"pon";0
"ilsha";7;21;"97;977";20;1;"Some College";0;1;0;"sha";0
"ilshi";7;26;"97;977";20;1;"Some College";0;1;0;"shi";0
"ilswi";7;24;"97;977";20;1;"Some College";0;1;0;"swi";0
"nfrub";5;7;"97;977";20;1;"Some College";1;0;0;"rub";1
"cfaqu";5;2;"97;978";32;1;"Graduate Degree";0;0;1;"aqu";1
"cfbur";6;31;"97;978";32;1;"Graduate Degree";0;0;1;"bur";1
"cfrub";6;16;"97;978";32;1;"Graduate Degree";0;0;1;"rub";1
"cibox";4;32;"97;978";32;1;"Graduate Degree";0;1;1;"box";1
"cibur";5;4;"97;978";32;1;"Graduate Degree";0;1;1;"bur";1
"cispe";4;9;"97;978";32;1;"Graduate Degree";0;1;1;"spe";1
"fkaqu";6;29;"97;978";32;1;"Graduate Degree";1;0;0;"aqu";1
"fkboa";5;12;"97;978";32;1;"Graduate Degree";1;0;0;"boa";1
"fkbox";5;23;"97;978";32;1;"Graduate Degree";1;0;0;"box";1
"fkbur";6;22;"97;978";32;1;"Graduate Degree";1;0;0;"bur";1
"fkcar";6;27;"97;978";32;1;"Graduate Degree";1;0;0;"car";1
"fkspe";6;19;"97;978";32;1;"Graduate Degree";1;0;0;"spe";1
"fkswi";5;14;"97;978";32;1;"Graduate Degree";1;0;0;"swi";1
"flboa";6;3;"97;978";32;1;"Graduate Degree";0;0;0;"boa";0
"flcar";6;18;"97;978";32;1;"Graduate Degree";0;0;0;"car";0
"flche";4;15;"97;978";32;1;"Graduate Degree";0;0;0;"che";0
"flsha";4;30;"97;978";32;1;"Graduate Degree";0;0;0;"sha";0
"flswi";5;5;"97;978";32;1;"Graduate Degree";0;0;0;"swi";0
"ikbox";5;1;"97;978";32;1;"Graduate Degree";1;1;0;"box";1
"ikbur";5;13;"97;978";32;1;"Graduate Degree";1;1;0;"bur";1
"ikpon";4;20;"97;978";32;1;"Graduate Degree";1;1;0;"pon";1
"ikshi";4;17;"97;978";32;1;"Graduate Degree";1;1;0;"shi";1
"ikspe";5;28;"97;978";32;1;"Graduate Degree";1;1;0;"spe";1
"ilbox";6;10;"97;978";32;1;"Graduate Degree";0;1;0;"box";0
"ilche";5;6;"97;978";32;1;"Graduate Degree";0;1;0;"che";0
"ilpon";6;11;"97;978";32;1;"Graduate Degree";0;1;0;"pon";0
"ilsha";4;21;"97;978";32;1;"Graduate Degree";0;1;0;"sha";0
"ilshi";6;26;"97;978";32;1;"Graduate Degree";0;1;0;"shi";0
"ilswi";4;24;"97;978";32;1;"Graduate Degree";0;1;0;"swi";0
"nfrub";5;7;"97;978";32;1;"Graduate Degree";1;0;0;"rub";1
"cfaqu";7;31;"97;979";27;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";7;2;"97;979";27;1;"Master's Degree";0;0;1;"bur";1
"cfrub";7;17;"97;979";27;1;"Master's Degree";0;0;1;"rub";1
"cibox";4;1;"97;979";27;1;"Master's Degree";0;1;1;"box";1
"cibur";7;29;"97;979";27;1;"Master's Degree";0;1;1;"bur";1
"cispe";7;24;"97;979";27;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";7;4;"97;979";27;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";7;21;"97;979";27;1;"Master's Degree";1;0;0;"boa";1
"fkbox";7;10;"97;979";27;1;"Master's Degree";1;0;0;"box";1
"fkbur";7;11;"97;979";27;1;"Master's Degree";1;0;0;"bur";1
"fkcar";7;6;"97;979";27;1;"Master's Degree";1;0;0;"car";1
"fkspe";7;14;"97;979";27;1;"Master's Degree";1;0;0;"spe";1
"fkswi";7;19;"97;979";27;1;"Master's Degree";1;0;0;"swi";1
"flboa";7;30;"97;979";27;1;"Master's Degree";0;0;0;"boa";0
"flcar";7;15;"97;979";27;1;"Master's Degree";0;0;0;"car";0
"flche";7;18;"97;979";27;1;"Master's Degree";0;0;0;"che";0
"flsha";7;3;"97;979";27;1;"Master's Degree";0;0;0;"sha";0
"flswi";7;28;"97;979";27;1;"Master's Degree";0;0;0;"swi";0
"ikbox";7;32;"97;979";27;1;"Master's Degree";1;1;0;"box";1
"ikbur";7;20;"97;979";27;1;"Master's Degree";1;1;0;"bur";1
"ikpon";4;13;"97;979";27;1;"Master's Degree";1;1;0;"pon";1
"ikshi";7;16;"97;979";27;1;"Master's Degree";1;1;0;"shi";1
"ikspe";7;5;"97;979";27;1;"Master's Degree";1;1;0;"spe";1
"ilbox";7;23;"97;979";27;1;"Master's Degree";0;1;0;"box";0
"ilche";7;27;"97;979";27;1;"Master's Degree";0;1;0;"che";0
"ilpon";7;22;"97;979";27;1;"Master's Degree";0;1;0;"pon";0
"ilsha";7;12;"97;979";27;1;"Master's Degree";0;1;0;"sha";0
"ilshi";7;7;"97;979";27;1;"Master's Degree";0;1;0;"shi";0
"ilswi";7;9;"97;979";27;1;"Master's Degree";0;1;0;"swi";0
"nfrub";7;26;"97;979";27;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";6;2;"97;980";22;0;"Some College";0;0;1;"aqu";1
"cfbur";6;31;"97;980";22;0;"Some College";0;0;1;"bur";1
"cfrub";6;16;"97;980";22;0;"Some College";0;0;1;"rub";1
"cibox";2;32;"97;980";22;0;"Some College";0;1;1;"box";1
"cibur";2;4;"97;980";22;0;"Some College";0;1;1;"bur";1
"cispe";2;9;"97;980";22;0;"Some College";0;1;1;"spe";1
"fkaqu";6;29;"97;980";22;0;"Some College";1;0;0;"aqu";1
"fkboa";3;12;"97;980";22;0;"Some College";1;0;0;"boa";1
"fkbox";6;23;"97;980";22;0;"Some College";1;0;0;"box";1
"fkbur";6;22;"97;980";22;0;"Some College";1;0;0;"bur";1
"fkcar";5;27;"97;980";22;0;"Some College";1;0;0;"car";1
"fkspe";6;19;"97;980";22;0;"Some College";1;0;0;"spe";1
"fkswi";5;14;"97;980";22;0;"Some College";1;0;0;"swi";1
"flboa";7;3;"97;980";22;0;"Some College";0;0;0;"boa";0
"flcar";6;18;"97;980";22;0;"Some College";0;0;0;"car";0
"flche";5;15;"97;980";22;0;"Some College";0;0;0;"che";0
"flsha";6;30;"97;980";22;0;"Some College";0;0;0;"sha";0
"flswi";5;5;"97;980";22;0;"Some College";0;0;0;"swi";0
"ikbox";5;1;"97;980";22;0;"Some College";1;1;0;"box";1
"ikbur";1;13;"97;980";22;0;"Some College";1;1;0;"bur";1
"ikpon";1;20;"97;980";22;0;"Some College";1;1;0;"pon";1
"ikshi";2;17;"97;980";22;0;"Some College";1;1;0;"shi";1
"ikspe";2;28;"97;980";22;0;"Some College";1;1;0;"spe";1
"ilbox";2;10;"97;980";22;0;"Some College";0;1;0;"box";0
"ilche";6;6;"97;980";22;0;"Some College";0;1;0;"che";0
"ilpon";3;11;"97;980";22;0;"Some College";0;1;0;"pon";0
"ilsha";6;21;"97;980";22;0;"Some College";0;1;0;"sha";0
"ilshi";2;26;"97;980";22;0;"Some College";0;1;0;"shi";0
"ilswi";5;24;"97;980";22;0;"Some College";0;1;0;"swi";0
"nfrub";6;7;"97;980";22;0;"Some College";1;0;0;"rub";1
"cfaqu";6;13;"97;984";18;0;"High School Graduate";0;0;1;"aqu";1
"cfbur";6;1;"97;984";18;0;"High School Graduate";0;0;1;"bur";1
"cfrub";6;26;"97;984";18;0;"High School Graduate";0;0;1;"rub";1
"cibox";1;21;"97;984";18;0;"High School Graduate";0;1;1;"box";1
"cibur";4;10;"97;984";18;0;"High School Graduate";0;1;1;"bur";1
"cispe";3;6;"97;984";18;0;"High School Graduate";0;1;1;"spe";1
"fkaqu";7;4;"97;984";18;0;"High School Graduate";1;0;0;"aqu";1
"fkboa";5;22;"97;984";18;0;"High School Graduate";1;0;0;"boa";1
"fkbox";4;11;"97;984";18;0;"High School Graduate";1;0;0;"box";1
"fkbur";6;19;"97;984";18;0;"High School Graduate";1;0;0;"bur";1
"fkcar";3;3;"97;984";18;0;"High School Graduate";1;0;0;"car";1
"fkspe";4;24;"97;984";18;0;"High School Graduate";1;0;0;"spe";1
"fkswi";5;8;"97;984";18;0;"High School Graduate";1;0;0;"swi";1
"flboa";7;31;"97;984";18;0;"High School Graduate";0;0;0;"boa";0
"flcar";4;12;"97;984";18;0;"High School Graduate";0;0;0;"car";0
"flche";5;29;"97;984";18;0;"High School Graduate";0;0;0;"che";0
"flsha";5;5;"97;984";18;0;"High School Graduate";0;0;0;"sha";0
"flswi";4;27;"97;984";18;0;"High School Graduate";0;0;0;"swi";0
"ikbox";1;30;"97;984";18;0;"High School Graduate";1;1;0;"box";1
"ikbur";4;28;"97;984";18;0;"High School Graduate";1;1;0;"bur";1
"ikpon";4;32;"97;984";18;0;"High School Graduate";1;1;0;"pon";1
"ikshi";4;16;"97;984";18;0;"High School Graduate";1;1;0;"shi";1
"ikspe";3;14;"97;984";18;0;"High School Graduate";1;1;0;"spe";1
"ilbox";3;2;"97;984";18;0;"High School Graduate";0;1;0;"box";0
"ilche";5;20;"97;984";18;0;"High School Graduate";0;1;0;"che";0
"ilpon";7;23;"97;984";18;0;"High School Graduate";0;1;0;"pon";0
"ilsha";4;15;"97;984";18;0;"High School Graduate";0;1;0;"sha";0
"ilshi";3;7;"97;984";18;0;"High School Graduate";0;1;0;"shi";0
"ilswi";4;18;"97;984";18;0;"High School Graduate";0;1;0;"swi";0
"nfrub";4;17;"97;984";18;0;"High School Graduate";1;0;0;"rub";1
"cfaqu";7;13;"97;987";40;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";7;1;"97;987";40;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";6;26;"97;987";40;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;21;"97;987";40;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";4;10;"97;987";40;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;6;"97;987";40;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;4;"97;987";40;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";7;22;"97;987";40;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;11;"97;987";40;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;19;"97;987";40;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";7;3;"97;987";40;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";1;24;"97;987";40;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;8;"97;987";40;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";1;31;"97;987";40;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;12;"97;987";40;1;"Bachelor's Degree";0;0;0;"car";0
"flche";3;29;"97;987";40;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";1;5;"97;987";40;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";1;27;"97;987";40;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;30;"97;987";40;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;28;"97;987";40;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;32;"97;987";40;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"97;987";40;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";1;14;"97;987";40;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;2;"97;987";40;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";3;20;"97;987";40;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;23;"97;987";40;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;15;"97;987";40;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"97;987";40;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;18;"97;987";40;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;17;"97;987";40;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;13;"97;994";43;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;1;"97;994";43;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;26;"97;994";43;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;21;"97;994";43;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";4;10;"97;994";43;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";3;6;"97;994";43;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;4;"97;994";43;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;22;"97;994";43;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;11;"97;994";43;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;19;"97;994";43;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;3;"97;994";43;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;24;"97;994";43;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;8;"97;994";43;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;31;"97;994";43;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;12;"97;994";43;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;29;"97;994";43;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;5;"97;994";43;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;27;"97;994";43;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;30;"97;994";43;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";4;28;"97;994";43;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;32;"97;994";43;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"97;994";43;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;14;"97;994";43;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;2;"97;994";43;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;20;"97;994";43;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;23;"97;994";43;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;15;"97;994";43;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;7;"97;994";43;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;18;"97;994";43;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;17;"97;994";43;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;2;"97;995";36;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";3;31;"97;995";36;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";5;16;"97;995";36;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;32;"97;995";36;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";3;4;"97;995";36;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;9;"97;995";36;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;29;"97;995";36;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";5;12;"97;995";36;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;23;"97;995";36;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;22;"97;995";36;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";5;27;"97;995";36;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";2;19;"97;995";36;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;14;"97;995";36;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;3;"97;995";36;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";2;18;"97;995";36;1;"Bachelor's Degree";0;0;0;"car";0
"flche";4;15;"97;995";36;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";3;30;"97;995";36;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";5;5;"97;995";36;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";6;1;"97;995";36;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;13;"97;995";36;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;20;"97;995";36;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";2;17;"97;995";36;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";2;28;"97;995";36;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";3;10;"97;995";36;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";5;6;"97;995";36;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;11;"97;995";36;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";2;21;"97;995";36;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";3;26;"97;995";36;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";3;24;"97;995";36;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;7;"97;995";36;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;2;"97;998";41;1;"Some College";0;0;1;"aqu";1
"cfbur";4;31;"97;998";41;1;"Some College";0;0;1;"bur";1
"cfrub";3;16;"97;998";41;1;"Some College";0;0;1;"rub";1
"cibox";1;32;"97;998";41;1;"Some College";0;1;1;"box";1
"cibur";3;4;"97;998";41;1;"Some College";0;1;1;"bur";1
"cispe";1;9;"97;998";41;1;"Some College";0;1;1;"spe";1
"fkaqu";5;29;"97;998";41;1;"Some College";1;0;0;"aqu";1
"fkboa";3;12;"97;998";41;1;"Some College";1;0;0;"boa";1
"fkbox";4;23;"97;998";41;1;"Some College";1;0;0;"box";1
"fkbur";5;22;"97;998";41;1;"Some College";1;0;0;"bur";1
"fkcar";4;27;"97;998";41;1;"Some College";1;0;0;"car";1
"fkspe";2;19;"97;998";41;1;"Some College";1;0;0;"spe";1
"fkswi";5;14;"97;998";41;1;"Some College";1;0;0;"swi";1
"flboa";6;3;"97;998";41;1;"Some College";0;0;0;"boa";0
"flcar";6;18;"97;998";41;1;"Some College";0;0;0;"car";0
"flche";6;15;"97;998";41;1;"Some College";0;0;0;"che";0
"flsha";5;30;"97;998";41;1;"Some College";0;0;0;"sha";0
"flswi";5;5;"97;998";41;1;"Some College";0;0;0;"swi";0
"ikbox";5;1;"97;998";41;1;"Some College";1;1;0;"box";1
"ikbur";3;13;"97;998";41;1;"Some College";1;1;0;"bur";1
"ikpon";1;20;"97;998";41;1;"Some College";1;1;0;"pon";1
"ikshi";5;17;"97;998";41;1;"Some College";1;1;0;"shi";1
"ikspe";3;28;"97;998";41;1;"Some College";1;1;0;"spe";1
"ilbox";4;10;"97;998";41;1;"Some College";0;1;0;"box";0
"ilche";4;6;"97;998";41;1;"Some College";0;1;0;"che";0
"ilpon";4;11;"97;998";41;1;"Some College";0;1;0;"pon";0
"ilsha";4;21;"97;998";41;1;"Some College";0;1;0;"sha";0
"ilshi";7;26;"97;998";41;1;"Some College";0;1;0;"shi";0
"ilswi";4;24;"97;998";41;1;"Some College";0;1;0;"swi";0
"nfrub";3;7;"97;998";41;1;"Some College";1;0;0;"rub";1
"cfaqu";7;13;"97;999";39;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";5;1;"97;999";39;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";1;26;"97;999";39;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;21;"97;999";39;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";1;10;"97;999";39;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;6;"97;999";39;1;"Bachelor's Degree";0;1;1;"spe";1
