"id";"days_to_event";"date_out";"out_event";"date_in";"in_event";"breed";"color";"intake_age"
"A725026";88;"07/21/2016 12:54:00 PM";"Transfer";"04/24/2016 04:14:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";12
"A667543";9;"11/28/2013 11:33:00 AM";"Euthanasia";"11/19/2013 04:10:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue Tabby";72
"A751826";4;"06/17/2017 05:52:00 PM";"Adoption";"06/13/2017 02:50:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";1
"A704353";29;"07/02/2015 12:00:00 AM";"Transfer";"06/03/2015 05:28:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";1
"A739936";51;"01/29/2017 02:31:00 PM";"Adoption";"12/09/2016 11:50:00 AM";"Stray";"Domestic Longhair Mix";"Black/White";24
"A704113";6;"06/07/2015 03:32:00 PM";"Transfer";"06/01/2015 04:05:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A680152";54;"07/23/2014 03:43:00 PM";"Adoption";"05/30/2014 11:13:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";1
"A752439";3;"06/25/2017 05:31:00 PM";"Adoption";"06/22/2017 12:01:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A708725";24;"08/23/2015 01:54:00 PM";"Adoption";"07/30/2015 04:16:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A771066";5;"05/05/2018 07:21:00 PM";"Transfer";"04/30/2018 07:28:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/Black";12
"A710813";1;"08/29/2015 09:00:00 AM";"Transfer";"08/28/2015 11:02:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";5
"A712669";1;"09/27/2015 09:00:00 AM";"Transfer";"09/26/2015 02:07:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";36
"A715608";79;"01/24/2016 05:24:00 PM";"Adoption";"11/06/2015 03:25:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";24
"A714031";7;"10/24/2015 01:32:00 PM";"Transfer";"10/17/2015 09:39:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue";60
"A666679";3;"11/08/2013 03:51:00 PM";"Transfer";"11/05/2013 05:05:00 PM";"Stray";"Domestic Medium Hair Mix";"Cream Tabby/White";24
"A719542";7;"01/29/2016 06:49:00 PM";"Transfer";"01/22/2016 12:26:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby";0
"A771760";3;"05/12/2018 07:32:00 PM";"Transfer";"05/09/2018 05:24:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A718931";7;"01/16/2016 01:28:00 PM";"Adoption";"01/09/2016 02:33:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";5
"A753515";4;"07/11/2017 06:04:00 PM";"Adoption";"07/07/2017 03:45:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby/White";1
"A718669";5;"01/09/2016 06:11:00 PM";"Adoption";"01/04/2016 03:55:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A718408";21;"01/19/2016 06:52:00 PM";"Transfer";"12/29/2015 01:31:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A730278";4;"07/05/2016 03:52:00 PM";"Adoption";"07/01/2016 12:28:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby";2
"A727768";95;"08/28/2016 05:10:00 PM";"Adoption";"05/25/2016 04:18:00 PM";"Stray";"Domestic Shorthair Mix";"Black";108
"A745996";4;"03/31/2017 11:54:00 AM";"Adoption";"03/27/2017 04:27:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";1
"A751022";14;"06/17/2017 11:40:00 AM";"Adoption";"06/03/2017 12:35:00 PM";"Stray";"Domestic Shorthair Mix";"Black";72
"A761943";48;"12/30/2017 07:31:00 PM";"Adoption";"11/12/2017 12:11:00 PM";"Owner Surrender";"American Shorthair Mix";"Blue";36
"A713484";45;"11/21/2015 06:26:00 PM";"Adoption";"10/07/2015 02:27:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Calico";9
"A732492";17;"08/25/2016 10:22:00 PM";"Adoption";"08/08/2016 04:46:00 PM";"Stray";"Domestic Shorthair Mix";"White";5
"A771200";4;"05/05/2018 07:20:00 PM";"Transfer";"05/01/2018 06:32:00 PM";"Stray";"Domestic Medium Hair Mix";"Orange Tabby";12
"A760250";75;"12/29/2017 06:14:00 PM";"Adoption";"10/15/2017 12:33:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";96
"A752632";14;"07/09/2017 04:35:00 PM";"Euthanasia";"06/25/2017 12:27:00 PM";"Stray";"Domestic Longhair Mix";"Black/White";5
"A756546";1;"08/22/2017 05:26:00 PM";"Transfer";"08/21/2017 05:50:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A710887";40;"10/08/2015 12:22:00 PM";"Adoption";"08/29/2015 12:43:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A683695";8;"07/22/2014 01:09:00 PM";"Transfer";"07/14/2014 11:23:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A735783";75;"12/13/2016 05:36:00 PM";"Adoption";"09/29/2016 11:52:00 AM";"Stray";"Domestic Medium Hair Mix";"Tortie/White";1
"A686199";6;"08/24/2014 05:37:00 PM";"Adoption";"08/18/2014 01:34:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";5
"A748058";25;"05/23/2017 12:39:00 PM";"Adoption";"04/28/2017 12:26:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";1
"A727491";37;"06/28/2016 12:02:00 PM";"Adoption";"05/22/2016 04:03:00 PM";"Stray";"Domestic Medium Hair";"Black";4
"A704139";116;"09/25/2015 09:10:00 AM";"Adoption";"06/01/2015 07:14:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A666868";86;"02/02/2014 05:15:00 PM";"Adoption";"11/08/2013 01:13:00 PM";"Public Assist";"Domestic Shorthair Mix";"Brown Tabby";12
"A737660";3;"11/05/2016 11:16:00 AM";"Died";"11/02/2016 11:39:00 AM";"Stray";"Domestic Shorthair Mix";"Black";48
"A765638";8;"01/31/2018 05:22:00 PM";"Adoption";"01/23/2018 04:58:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Brown Tabby";10
"A737405";26;"11/22/2016 12:00:00 AM";"Transfer";"10/27/2016 12:08:00 PM";"Stray";"Domestic Medium Hair Mix";"White/Orange Tabby";48
"A739730";4;"01/29/2017 01:56:00 PM";"Adoption";"01/25/2017 04:40:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";24
"A681171";41;"07/24/2014 06:09:00 PM";"Adoption";"06/13/2014 02:37:00 PM";"Stray";"Domestic Medium Hair Mix";"Orange Tabby/White";1
"A750964";29;"07/01/2017 06:43:00 PM";"Adoption";"06/02/2017 03:38:00 PM";"Stray";"Domestic Shorthair";"Blue";4
"A751236";8;"06/13/2017 05:08:00 PM";"Adoption";"06/05/2017 02:11:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A732683";2;"08/13/2016 10:33:00 AM";"Transfer";"08/11/2016 06:45:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";2
"A723108";5;"03/31/2016 11:40:00 AM";"Euthanasia";"03/26/2016 04:01:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby";60
"A684613";4;"07/30/2014 05:20:00 PM";"Adoption";"07/26/2014 11:15:00 AM";"Stray";"Domestic Shorthair Mix";"White";24
"A701130";1;"04/25/2015 09:00:00 AM";"Transfer";"04/24/2015 01:03:00 PM";"Stray";"Domestic Shorthair Mix";"Calico Point";24
"A710078";1;"08/18/2015 09:00:00 AM";"Transfer";"08/17/2015 01:07:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A678603";2;"05/12/2014 08:00:00 AM";"Transfer";"05/10/2014 03:55:00 PM";"Stray";"Russian Blue Mix";"Blue";12
"A753111";5;"07/06/2017 06:53:00 PM";"Transfer";"07/01/2017 05:16:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";12
"A762643";3;"11/25/2017 12:00:00 AM";"Transfer";"11/22/2017 11:32:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A719488";3;"01/24/2016 03:30:00 PM";"Adoption";"01/21/2016 11:10:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";2
"A693417";11;"12/18/2014 01:31:00 PM";"Transfer";"12/07/2014 02:31:00 PM";"Stray";"Domestic Longhair Mix";"Torbie";24
"A699137";66;"05/28/2015 11:03:00 AM";"Adoption";"03/23/2015 11:27:00 AM";"Owner Surrender";"Domestic Medium Hair Mix";"Black";24
"A688969";44;"11/10/2014 07:46:00 PM";"Adoption";"09/27/2014 11:13:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";3
"A727377";4;"05/25/2016 06:59:00 PM";"Transfer";"05/21/2016 02:49:00 PM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby";12
"A751693";4;"06/15/2017 06:36:00 PM";"Adoption";"06/11/2017 01:55:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A712588";104;"01/07/2016 11:19:00 AM";"Adoption";"09/25/2015 02:30:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";2
"A687775";3;"09/12/2014 09:00:00 AM";"Transfer";"09/09/2014 06:52:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";12
"A763166";4;"12/08/2017 01:31:00 PM";"Transfer";"12/04/2017 12:03:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A666059";10;"11/05/2013 12:54:00 PM";"Adoption";"10/26/2013 02:13:00 PM";"Stray";"Domestic Shorthair Mix";"White/Orange Tabby";2
"A703926";25;"06/24/2015 01:42:00 PM";"Adoption";"05/30/2015 01:46:00 PM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby/White";1
"A703749";6;"06/03/2015 02:31:00 PM";"Transfer";"05/28/2015 01:32:00 PM";"Owner Surrender";"Siamese Mix";"Lynx Point";168
"A685990";30;"09/14/2014 05:25:00 PM";"Adoption";"08/15/2014 02:13:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A604480";26;"12/07/2015 12:00:00 AM";"Transfer";"11/11/2015 01:06:00 PM";"Owner Surrender";"Domestic Shorthair";"Blue";48
"A734795";28;"10/11/2016 10:36:00 AM";"Adoption";"09/13/2016 10:49:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A714565";7;"11/01/2015 12:34:00 PM";"Adoption";"10/25/2015 01:12:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";96
"A748812";7;"05/14/2017 04:56:00 PM";"Transfer";"05/07/2017 11:56:00 AM";"Stray";"Domestic Medium Hair Mix";"Black";8
"A742274";3;"01/21/2017 01:56:00 PM";"Transfer";"01/18/2017 04:14:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A701036";18;"05/11/2015 11:33:00 AM";"Transfer";"04/23/2015 10:12:00 AM";"Stray";"American Shorthair Mix";"Black/White";36
"A745258";4;"03/19/2017 12:48:00 PM";"Adoption";"03/15/2017 11:54:00 AM";"Stray";"Domestic Longhair Mix";"White/Blue";60
"A685039";44;"09/14/2014 10:28:00 AM";"Euthanasia";"08/01/2014 02:04:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";132
"A693721";286;"09/25/2015 08:47:00 AM";"Adoption";"12/13/2014 01:22:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";96
"A682197";2;"06/27/2014 01:17:00 PM";"Transfer";"06/25/2014 01:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A742798";1;"01/29/2017 09:00:00 AM";"Transfer";"01/28/2017 11:51:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";24
"A754704";8;"07/31/2017 05:41:00 PM";"Adoption";"07/23/2017 12:56:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";2
"A732208";1;"08/05/2016 09:00:00 AM";"Transfer";"08/04/2016 10:41:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A666132";41;"12/07/2013 06:58:00 PM";"Adoption";"10/27/2013 04:02:00 PM";"Stray";"Siamese Mix";"Chocolate Point";4
"A709415";15;"08/23/2015 04:06:00 PM";"Adoption";"08/08/2015 02:55:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";36
"A766598";4;"02/16/2018 04:16:00 PM";"Adoption";"02/12/2018 02:58:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A699320";39;"05/03/2015 12:03:00 PM";"Adoption";"03/25/2015 02:30:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A735702";2;"09/29/2016 12:43:00 PM";"Transfer";"09/27/2016 04:21:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";1
"A696782";28;"03/12/2015 05:02:00 PM";"Adoption";"02/12/2015 11:21:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A675281";39;"05/03/2014 02:07:00 PM";"Adoption";"03/25/2014 06:07:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";96
"A690783";58;"12/23/2014 04:53:00 PM";"Adoption";"10/26/2014 08:37:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";5
"A732854";8;"08/21/2016 06:55:00 PM";"Adoption";"08/13/2016 04:29:00 PM";"Stray";"Domestic Shorthair";"Black";1
"A708486";13;"08/10/2015 02:06:00 PM";"Transfer";"07/28/2015 11:58:00 AM";"Stray";"Domestic Shorthair Mix";"Calico";2
"A750148";104;"09/04/2017 01:51:00 PM";"Adoption";"05/23/2017 03:49:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";48
"A731779";1;"07/28/2016 10:01:00 AM";"Transfer";"07/27/2016 01:14:00 PM";"Stray";"Domestic Shorthair Mix";"Gray";1
"A687716";6;"09/15/2014 03:28:00 PM";"Transfer";"09/09/2014 11:33:00 AM";"Stray";"Siamese Mix";"Seal Point/White";2
"A751432";23;"07/01/2017 06:08:00 PM";"Adoption";"06/08/2017 11:45:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A708187";8;"08/01/2015 01:00:00 PM";"Transfer";"07/24/2015 10:47:00 AM";"Owner Surrender";"Siamese Mix";"Tortie Point";12
"A729676";50;"08/11/2016 06:02:00 PM";"Adoption";"06/22/2016 11:38:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A691983";7;"11/20/2014 04:25:00 PM";"Adoption";"11/13/2014 11:53:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A701688";24;"05/27/2015 06:30:00 PM";"Adoption";"05/03/2015 12:03:00 PM";"Stray";"Siamese Mix";"Lynx Point";4
"A682044";33;"07/26/2014 04:51:00 PM";"Adoption";"06/23/2014 02:05:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";5
"A711592";12;"09/21/2015 03:55:00 PM";"Transfer";"09/09/2015 12:28:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A693594";1;"12/12/2014 09:00:00 AM";"Transfer";"12/11/2014 11:48:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";6
"A751477";51;"07/29/2017 03:57:00 PM";"Adoption";"06/08/2017 05:37:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";4
"A701083";18;"05/11/2015 11:32:00 AM";"Transfer";"04/23/2015 04:39:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A771614";24;"NA";"Censored";"05/07/2018 02:44:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A710897";6;"09/04/2015 03:53:00 PM";"Adoption";"08/29/2015 02:13:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A742047";1;"01/14/2017 09:00:00 AM";"Transfer";"01/13/2017 01:21:00 PM";"Stray";"Siamese Mix";"Seal Point";12
"A758805";1;"09/23/2017 03:55:00 PM";"Transfer";"09/22/2017 11:50:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A755563";10;"08/14/2017 10:02:00 AM";"Transfer";"08/04/2017 06:47:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A743762";1;"02/17/2017 09:00:00 AM";"Transfer";"02/16/2017 12:11:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A724768";68;"06/28/2016 11:56:00 AM";"Adoption";"04/21/2016 03:31:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A707505";5;"07/19/2015 12:33:00 PM";"Transfer";"07/14/2015 11:00:00 AM";"Stray";"Domestic Shorthair Mix";"White/Brown Tabby";1
"A712782";1;"09/29/2015 09:00:00 AM";"Transfer";"09/28/2015 12:37:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A675675";117;"07/26/2014 02:31:00 PM";"Adoption";"03/31/2014 12:20:00 PM";"Stray";"Snowshoe Mix";"Chocolate Point";4
"A697471";4;"02/28/2015 05:18:00 PM";"Adoption";"02/24/2015 01:36:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";4
"A671874";4;"02/04/2014 10:14:00 AM";"Transfer";"01/31/2014 03:49:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A672170";6;"02/11/2014 01:31:00 PM";"Transfer";"02/05/2014 11:52:00 AM";"Stray";"Domestic Shorthair Mix";"Calico/Brown Tabby";84
"A678794";41;"06/22/2014 05:45:00 PM";"Adoption";"05/12/2014 05:44:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";1
"A709854";4;"08/17/2015 06:58:00 PM";"Adoption";"08/13/2015 03:56:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Orange Tabby";2
"A710796";87;"11/22/2015 03:44:00 PM";"Adoption";"08/27/2015 04:28:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";108
"A730691";17;"07/25/2016 12:27:00 PM";"Died";"07/08/2016 06:36:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";4
"A755665";14;"08/21/2017 04:57:00 PM";"Adoption";"08/07/2017 11:40:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A744089";4;"02/27/2017 06:33:00 PM";"Adoption";"02/23/2017 08:05:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";12
"A703931";49;"07/18/2015 02:58:00 PM";"Adoption";"05/30/2015 01:55:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A690904";4;"10/31/2014 05:32:00 PM";"Adoption";"10/27/2014 06:15:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A672501";1;"02/12/2014 03:40:00 PM";"Transfer";"02/11/2014 03:41:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby/White";36
"A733706";10;"09/05/2016 07:32:00 PM";"Transfer";"08/26/2016 11:14:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";5
"A724989";77;"07/09/2016 04:25:00 PM";"Adoption";"04/23/2016 06:49:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A747413";2;"04/22/2017 06:29:00 PM";"Adoption";"04/20/2017 05:44:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";2
"A676392";1;"04/10/2014 02:34:00 PM";"Transfer";"04/09/2014 11:59:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";5
"A666386";9;"11/09/2013 03:46:00 PM";"Adoption";"10/31/2013 12:40:00 PM";"Owner Surrender";"Siamese Mix";"Lynx Point";6
"A759894";4;"10/13/2017 07:10:00 PM";"Transfer";"10/09/2017 12:24:00 PM";"Stray";"Snowshoe Mix";"Seal Point/White";24
"A707932";9;"07/29/2015 01:32:00 PM";"Transfer";"07/20/2015 12:26:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";2
"A749139";10;"05/21/2017 01:13:00 PM";"Adoption";"05/11/2017 01:32:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";24
"A768421";3;"03/22/2018 06:05:00 PM";"Transfer";"03/19/2018 01:24:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";12
"A751401";4;"06/11/2017 10:00:00 AM";"Transfer";"06/07/2017 05:15:00 PM";"Stray";"Domestic Shorthair Mix";"Black";24
"A695724";4;"01/25/2015 05:26:00 PM";"Adoption";"01/21/2015 11:58:00 AM";"Stray";"Domestic Longhair Mix";"Cream Tabby";48
"A709452";1;"08/10/2015 09:00:00 AM";"Transfer";"08/09/2015 12:41:00 PM";"Stray";"Domestic Medium Hair";"Orange Tabby";4
"A668710";45;"01/21/2014 01:11:00 PM";"Transfer";"12/07/2013 03:47:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";7
"A758818";75;"12/06/2017 08:31:00 AM";"Adoption";"09/22/2017 12:40:00 PM";"Stray";"Siamese Mix";"Seal Point";4
"A709723";6;"08/18/2015 06:54:00 PM";"Adoption";"08/12/2015 03:28:00 PM";"Stray";"Domestic Shorthair Mix";"White/Gray";4
"A711265";18;"09/22/2015 01:34:00 PM";"Adoption";"09/04/2015 03:13:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";60
"A666676";11;"11/16/2013 12:21:00 PM";"Adoption";"11/05/2013 03:48:00 PM";"Stray";"Domestic Medium Hair Mix";"Tortie";2
"A678668";62;"07/12/2014 12:16:00 PM";"Adoption";"05/11/2014 02:46:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";6
"A749466";36;"06/20/2017 05:13:00 PM";"Adoption";"05/15/2017 12:31:00 PM";"Stray";"Domestic Medium Hair Mix";"Black Tabby";3
"A749656";1;"05/18/2017 10:44:00 AM";"Euthanasia";"05/17/2017 04:30:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A703601";31;"06/27/2015 06:34:00 PM";"Adoption";"05/27/2015 12:41:00 PM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby";4
"A370507";292;"08/15/2015 09:24:00 AM";"Adoption";"10/27/2014 02:43:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue/White";120
"A741092";20;"01/17/2017 05:36:00 PM";"Adoption";"12/28/2016 08:52:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";48
"A723523";5;"04/07/2016 12:00:00 AM";"Transfer";"04/02/2016 03:43:00 PM";"Stray";"Angora Mix";"White";36
"A749525";28;"06/13/2017 06:03:00 PM";"Transfer";"05/16/2017 09:31:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A687637";1;"09/09/2014 09:00:00 AM";"Euthanasia";"09/08/2014 11:03:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie";5
"A753241";11;"07/14/2017 02:23:00 PM";"Transfer";"07/03/2017 03:12:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A760460";4;"10/22/2017 12:03:00 PM";"Transfer";"10/18/2017 02:12:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A761178";15;"11/14/2017 11:49:00 AM";"Transfer";"10/30/2017 04:54:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby";1
"A735092";6;"09/24/2016 04:40:00 PM";"Adoption";"09/18/2016 11:41:00 AM";"Stray";"Siamese Mix";"Tortie Point";24
"A725167";27;"05/23/2016 06:31:00 PM";"Adoption";"04/26/2016 03:24:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";4
"A762751";7;"12/03/2017 05:45:00 PM";"Adoption";"11/26/2017 12:15:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";3
"A737035";17;"11/07/2016 06:20:00 PM";"Adoption";"10/21/2016 11:44:00 AM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby";1
"A765885";2;"01/31/2018 06:14:00 PM";"Transfer";"01/29/2018 01:17:00 PM";"Stray";"Domestic Medium Hair Mix";"Orange Tabby";12
"A665246";3;"10/18/2013 12:31:00 PM";"Transfer";"10/15/2013 03:56:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A712544";17;"10/11/2015 05:40:00 PM";"Adoption";"09/24/2015 06:21:00 PM";"Stray";"Domestic Shorthair Mix";"Orange";1
"A680709";154;"11/07/2014 02:16:00 PM";"Adoption";"06/06/2014 02:13:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A716889";4;"12/01/2015 07:34:00 PM";"Transfer";"11/27/2015 03:46:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A678572";50;"06/29/2014 05:30:00 PM";"Adoption";"05/10/2014 12:36:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A687771";80;"11/28/2014 12:15:00 PM";"Adoption";"09/09/2014 04:51:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";0
"A678869";67;"07/19/2014 01:44:00 PM";"Adoption";"05/13/2014 03:46:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A724248";80;"07/03/2016 06:59:00 PM";"Adoption";"04/14/2016 03:58:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Torbie";120
"A711331";4;"09/09/2015 05:42:00 PM";"Adoption";"09/05/2015 12:37:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";2
"A705743";23;"07/13/2015 04:54:00 PM";"Adoption";"06/20/2015 05:08:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A734405";53;"10/29/2016 05:18:00 PM";"Adoption";"09/06/2016 11:22:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";3
"A753563";22;"07/30/2017 05:40:00 PM";"Adoption";"07/08/2017 11:03:00 AM";"Stray";"Domestic Shorthair Mix";"Calico";2
"A758721";17;"10/07/2017 12:15:00 PM";"Adoption";"09/20/2017 04:17:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A699170";1;"03/24/2015 09:00:00 AM";"Transfer";"03/23/2015 03:54:00 PM";"Stray";"Domestic Longhair Mix";"Black";84
"A709991";11;"08/26/2015 01:15:00 PM";"Transfer";"08/15/2015 02:08:00 PM";"Stray";"Domestic Shorthair Mix";"White/Black";1
"A705376";1;"06/17/2015 09:00:00 AM";"Transfer";"06/16/2015 02:37:00 PM";"Stray";"Domestic Shorthair Mix";"Black";36
"A725644";69;"07/09/2016 07:21:00 PM";"Adoption";"05/01/2016 11:23:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";1
"A677074";4;"04/23/2014 05:45:00 PM";"Adoption";"04/19/2014 11:37:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";3
"A667337";16;"12/02/2013 04:16:00 PM";"Transfer";"11/16/2013 12:37:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie/White";1
"A755469";16;"08/19/2017 04:30:00 PM";"Adoption";"08/03/2017 05:11:00 PM";"Stray";"Domestic Shorthair Mix";"Flame Point/White";4
"A688314";96;"12/22/2014 03:35:00 PM";"Adoption";"09/17/2014 09:28:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A686783";11;"09/06/2014 09:00:00 AM";"Transfer";"08/26/2014 07:01:00 PM";"Public Assist";"Domestic Longhair Mix";"Black";48
"A693391";56;"02/01/2015 05:07:00 PM";"Adoption";"12/07/2014 11:16:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie";1
